的	白勹丶
𱛻	山艹冂大
𱛼	山彳彐{奉下}
𱛽	山亻三殳
𱛾	山亦弓
𱛿	山氵土土
𱜀	山マ用力
𱜁	山示戊
𱜂	罒十乚又
𱜃	山勹屮屮
𱜄	山八乂䒑
𱜅	山{曹上}日
𱜆	山虎口
𱜇	山人丶页
𱜈	山丿米心
𱜉	山夊丰辶
𱜊	山魚
𱜋	山{亮上}毛
𱜌	山宀示上
𱜍	山人一田
𱜎	山犭艹田
𱜏	山竹彐{奉下}
𱜐	白方夊山
𱜑	山千里灬
𱜒	⺈用刀山
𱜓	山{向框}米山
𱜔	山{阜上}止巾
𱜕	山龶母母
𱜖	巛日木木
𱜗	口{囟框}匚コ
𱜘	人一冊コ
𱜙	匚コ人冊
𱜚	工人人力
𱜛	匚コ目艮
𱜜	亻大丷コ
𱜝	匚コ忄貝
𱜞	巴土八夊
𱜟	龷八巳丶
𱜠	巴八人欠
𱜡	ナ巾乙
𱜢	䒑巾
𱜣	䒑巾八
𱜤	巾夫丷
𱜥	巾舟
𱜦	⺊一丷巾
𱜧	止匕一巾
𱜨	{乐上}小ナ巾
𱜩	巾丷{奉下}刂
𱜪	巾白巾
𱜫	彳亠巾亍
𱜬	巾{京上}小
𱜭	巾尸屮ㄩ
𱜮	ナ巾甫
𱜯	巾户冊
𱜰	巾龵目
𱜱	巾亦大
𱜲	且阝亠巾
𱜳	巾冂二儿
𱜴	巾文ㄩ厶
𱜵	巾{專上}心
𱜶	止匕亠巾
𱜷	舟殳ナ巾
𱜸	巾{亮上}豕
𱜹	一日艹巾
𱜺	巾夫夫貝
𱜻	巾口口口
𱜼	巾立月{龍右}
𱜽	干口力刂
𱜾	干{京上}{衣下}
𱜿	土{南心}木夊
𱝀	䒑廾䒑八
𱝁	土{南心}土里
𱝂	{乞上}㐄日又
𱝃	广西
𱝄	广火又
𱝅	广龷小
𱝆	广大丶皿
𱝇	广木口辶
𱝈	广龷勹用
𱝉	广マ用心
𱝊	广大丷小
𱝋	广尚手
𱝌	广{兴上}其
𱝍	广阝人镸
𱝎	土厶{鹿上}灬
𱝏	广{兴上}米㐄
𱝐	土厶皿灬
𱝑	彳廴
𱝒	曲廴
𱝓	不正廴
𱝔	𡗗廾
𱝕	冫馬廾
𱝖	王廾⺶工
𱝗	立月口廾
𱝘	八刀米廾
𱝙	弓口丨
𱝚	弓八厶
𱝛	八厶弓
𱝜	弓⺊尸
𱝝	弓里
𱝞	弓囗王丶
𱝟	彐水一
𱝠	彐夕巾
𱝡	彑匕矢丶
𱝢	土八土彡
𱝣	月月彡
𱝤	罒土厶彡
𱝥	木口辶彡
𱝦	厶厶厶彡
𱝧	冖一兀丰
𱝨	非心冖彡
𱝩	冖一兀心
𱝪	彳乀
𱝫	彳上
𱝬	彳几丶
𱝭	彳一巾
𱝮	彳{乞上}力
𱝯	彳⺁{衣下}
𱝰	彳一巾入
𱝱	彳牛冂刂
𱝲	彳户犬
𱝳	彳厶大彡
𱝴	彳古月
𱝵	彳口口口
𱝶	彳山土寸
𱝷	彳人丶口
𱝸	彳土寸朩
𱝹	彳虍豕
𱝺	彳{阜上}止巾
𱝻	竹其彳皮
𱝼	厶心
𱝽	忄又
𱝾	丿七心
𱝿	丶乂心
𱞀	忄子
𱞁	忄已
𱞂	王心
𱞃	亻匕心
𱞄	匕匕心
𱞅	忄丶力丶
𱞆	丑心
𱞇	忄幺乙
𱞈	忄瓦
𱞉	世心
𱞊	忄上卜
𱞋	忄⺊尸
𱞌	忄瓜
𱞍	用心
𱞎	冫马心
𱞏	忄力口
𱞐	忄巛ㄩ
𱞑	心丿冖{反彐}
𱞒	忄夊力
𱞓	又欠心
𱞔	忄纟勹丶
𱞕	忄彐寸
𱞖	女干心
𱞗	忄辰
𱞘	忄二八子
𱞙	忄酉
𱞚	忄丿糸
𱞛	忄丿扌戈
𱞜	丿囗卄心
𱞝	匚夫丷心
𱞞	忄日{卬左}卩
𱞟	忄〢丿八
𱞠	忄〢又贝
𱞡	白勹丶心
𱞢	忄勹缶
𱞣	忄亻亠{衣下}
𱞤	忄亥刂
𱞥	丶乂田心
𱞦	忄⺷又
𱞧	忄广{卬左}丶
𱞨	忄彐冖巾
𱞩	忄彐水
𱞪	忄戊一女
𱞫	忄木囗丷
𱞬	忄木日一
𱞭	忄艹田
𱞮	忄日立
𱞯	忄日业
𱞰	忄⺊口戈
𱞱	亻火廾心
𱞲	钅勹冫心
𱞳	忄儿幺月
𱞴	忄犭艮
𱞵	⺈乙忄一
𱞶	忄⺍冖见
𱞷	忄亠丷巾
𱞸	忄⺷大
𱞹	门心夕夕
𱞺	忄糸勹丶
𱞻	忄彐{奉下}廴
𱞼	木夊口心
𱞽	忄ナ口口
𱞾	忄扌辰
𱞿	忄冖一豕
𱟀	忄方{乞上}斤
𱟁	忄亻丨朩
𱟂	忄火火十
𱟃	忄氵冖木
𱟄	忄言冂人
𱟅	示乚厶心
𱟆	忄耂匕至
𱟇	忄十目心
𱟈	忄止止止
𱟉	忄艹夊用
𱟊	忄口口丂
𱟋	忄非文
𱟌	忄⺍冖見
𱟍	立木口心
𱟎	忄丷日戈
𱟏	忄氵匚木
𱟐	忄ユ人{二撇}
𱟑	忄乙止口
𱟒	忄土烏
𱟓	忄禾火心
𱟔	千里人心
𱟕	忄竹王廾
𱟖	⺈彐心口
𱟗	忄广囗禾
𱟘	忄ナ工丶
𱟙	⺈彐心鹿
𱟚	忄隹隹言
𱟛	日言糸心
𱟜	彐冖巾戈
𱟝	十廾大戈
𱟞	止戈丆目
𱟟	匚口口戈
𱟠	山隹戈
𱟡	立月{龍右}戈
𱟢	户方匚儿
𱟣	户冊心丿
𱟤	艹几二方
𱟥	户⺀十匕
𱟦	夊丰辶方
𱟧	户方夊辶
𱟨	艹夊丰方
𱟩	扌丂一
𱟪	扌小
𱟫	扌彡
𱟬	扌习
𱟭	扌一火
𱟮	扌电
𱟯	扌リ巾
𱟰	扌ユ丨又
𱟱	扌田
𱟲	手{乞上}一乚
𱟳	扌{乞上}一乚
𱟴	手冖九丶
𱟵	扌厶牛
𱟶	扌尢勹丶
𱟷	西手
𱟸	扌⺊贝
𱟹	扌龶夊
𱟺	扌口斤
𱟻	手足
𱟼	扌由丂
𱟽	扌口冂人
𱟾	扌夊彡
𱟿	扌鸟了
𱠀	扌{⺮右}{横日}
𱠁	扌爪巳
𱠂	扌人水
𱠃	扌冫人マ
𱠄	扌冖八干
𱠅	手言
𱠆	扌文{奉下}
𱠇	扌木夊
𱠈	扌木不
𱠉	扌{于下}口彐
𱠊	扌囗夊⺀
𱠋	日匕匕丿
𱠌	手罒夕
𱠍	扌艹几二
𱠎	扌〢丿八
𱠏	扌穴兀
𱠐	扌人人廾
𱠑	手人丶心
𱠒	扌户方
𱠓	扌方夊
𱠔	手丷夫㔾
𱠕	扌而女
𱠖	扌丆日夊
𱠗	扌石又又
𱠘	扌丁一乂
𱠙	扌罒匕匕
𱠚	扌日业
𱠛	扌禾口丨
𱠜	扌{亮上}几
𱠝	扌立一大
𱠞	手立日
𱠟	扌弓{介下}㔾
𱠠	扌而心
𱠡	手冂大皿
𱠢	扌自心
𱠣	扌金丁
𱠤	氵乙{二撇}戈
𱠥	手䒑大辶
𱠦	扌讠火火
𱠧	扌亦木
𱠨	扌宀⺌月
𱠩	扌土立口
𱠪	扌日一匕
𱠫	扌{乞上}口口
𱠬	扌竹木一
𱠭	扌竹立
𱠮	扌{囟框}乂夊
𱠯	扌阝勹缶
𱠰	扌纟口电
𱠱	手十廾貝
𱠲	扌十甫寸
𱠳	扌里八土
𱠴	扌小丿丶
𱠵	扌⺈口辶
𱠶	扌宀心用
𱠷	扌文隹
𱠸	扌纟彑{豕下}
𱠹	扌山山乙
𱠺	扌艹ナ心
𱠻	扌日{冓上}{衣下}
𱠼	扌言亥
𱠽	扌予頁
𱠾	扌厂其斤
𱠿	扌艹氵甫
𱡀	扌广囗示
𱡁	扌立日口
𱡂	扌糸⺊早
𱡃	扌尸口女
𱡄	扌大丆日
𱡅	扌黑土
𱡆	手虍田心
𱡇	扌⺧口非
𱡈	扌辛木木
𱡉	手宀丿田
𱡊	扌弓口十
𱡋	扌尸彳夊
𱡌	扌厂禾日
𱡍	扌亠{纟上}土
𱡎	扌竹罒丶
𱡏	扌臣{⺮右}手
𱡐	扌門土皿
𱡑	扌广卄口
𱡒	扌口丄大
𱡓	扌巴石石
𱡔	扌亠⺽且
𱡕	扌丷巾魚
𱡖	扌言糸木
𱡗	大一丂又
𱡘	一米夊
𱡙	一{亞下}⺊又
𱡚	土宀匕夊
𱡛	土八土夊
𱡜	田丌夊
𱡝	日人丶夊
𱡞	厂日子夊
𱡟	爪干又夊
𱡠	隹口夊
𱡡	米⺊冂又
𱡢	文巾
𱡣	文巾日
𱡤	文十{具上}
𱡥	文戶斤
𱡦	文尸屮ㄩ
𱡧	文⺽冂灬
𱡨	广臼人十
𱡩	口王斤
𱡪	白匕斤
𱡫	止心斤
𱡬	八乂斤巾
𱡭	自犬斤
𱡮	止貝乚斤
𱡯	厂艹禺斤
𱡰	石斤竹丨
𱡱	方小丿
𱡲	方缶
𱡳	方{乞上}口丨
𱡴	方艹几二
𱡵	艹几二方
𱡶	方{乞上}土土
𱡷	方丷{曾中}日
𱡸	方{乞上}厶彡
𱡹	丨日丨
𱡺	日十又
𱡻	日人丶乙
𱡼	日丶力丶
𱡽	日丶王
𱡾	日巳七
𱡿	日丆日
𱢀	日一忄乃
𱢁	日山夕
𱢂	日羊
𱢃	日犭火
𱢄	日斤一八
𱢅	日勹{二撇}已
𱢆	日人一朩
𱢇	日弓丨上
𱢈	日厶矢
𱢉	日龶{衣下}
𱢊	日臣卜
𱢋	日禾子
𱢌	日人丶心
𱢍	日宀尸コ
𱢎	日衤刀
𱢏	日戊一女
𱢐	日寸自
𱢑	土日土寸
𱢒	日{冓上}{衣下}
𱢓	日扌冖二
𱢔	日田心
𱢕	日冂二目
𱢖	日八刀皿
𱢗	日飛
𱢘	日⺈彐心
𱢙	日耳又又
𱢚	日門人
𱢛	日生尸匕
𱢜	日宀丰口
𱢝	日亠亻刂
𱢞	日丶{即左}月
𱢟	日广禾刂
𱢠	日阝人朩
𱢡	日一勹一
𱢢	日艹爿士
𱢣	日〢龶{奉下}
𱢤	日門{于下}丿
𱢥	日土寸自
𱢦	日木冂冂
𱢧	日厂人辶
𱢨	日山一夊
𱢩	日竹合
𱢪	日隹木
𱢫	日隹{雋下}
𱢬	{乞上}卌一日
𱢭	日一金欠
𱢮	日虍豕
𱢯	艹世木日
𱢰	日山黑
𱢱	日虍业乚
𱢲	日丿{黽中}乂
𱢳	{卬左}七虫日
𱢴	早僉欠
𱢵	曲艹古
𱢶	日罒又口
𱢷	人一{曾中}土
𱢸	人丶マ月
𱢹	月土土
𱢺	ナ月米
𱢻	月人一心
𱢼	月艹虍皿
𱢽	宀立电王
𱢾	木七
𱢿	木乙{飞右}
𱣀	十又木
𱣁	木一夕
𱣂	木乌
𱣃	木几二
𱣄	木丶力丶
𱣅	文木
𱣆	木石
𱣇	木业
𱣈	木冂丨又
𱣉	木人人一
𱣊	木卯
𱣋	木又阝
𱣌	木乃子
𱣍	耳木
𱣎	㐄㐄木
𱣏	木艹乂
𱣐	木贝刂
𱣑	木冂人人
𱣒	彳亍木
𱣓	木斤一丿
𱣔	木{乞上}乙{奉下}
𱣕	木人止
𱣖	木{兴上}八
𱣗	木亦
𱣘	木又戈
𱣙	木走
𱣚	木工贝
𱣛	木土乚土
𱣜	木扌厂㔾
𱣝	木口巴
𱣞	木口贝
𱣟	木⺽
𱣠	木{烏上}一
𱣡	木门木
𱣢	木宀ナ厶
𱣣	木亡木
𱣤	木门日
𱣥	木大十廾
𱣦	ナ巾木口
𱣧	木土土卜
𱣨	木木几二
𱣩	木艹几二
𱣪	木艹巴
𱣫	木人人廾
𱣬	方夊木
𱣭	木方木
𱣮	木氵勹巳
𱣯	木宀由
𱣰	木氵土厶
𱣱	木{母框}十贝
𱣲	木阝丁口
𱣳	木女又弓
𱣴	木一夕戈
𱣵	木了口一
𱣶	木囗{鬯中}
𱣷	木口虫
𱣸	木艹⺊尸
𱣹	木夊卜日
𱣺	木穴口丨
𱣻	木力口贝
𱣼	木予丿乙
𱣽	木一夕灬
𱣾	木一口寸
𱣿	木艹夊口
𱤀	木艹丰八
𱤁	木艹⺈巴
𱤂	木艹丷人
𱤃	乂朩殳木
𱤄	木亻大口
𱤅	乂朩日{二撇}
𱤆	木亻立口
𱤇	木氵小女
𱤈	木木勹丶
𱤉	牙夊木口
𱤊	目宀女木
𱤋	木日戊乙
𱤌	木山月月
𱤍	木合田
𱤎	木糸夊⺀
𱤏	木木木木
𱤐	木十戈䒑
𱤑	一米囗廴
𱤒	末艹日大
𱤓	木石見
𱤔	木艹又又
𱤕	木艹大廾
𱤖	木臼戊丶
𱤗	木夊口欠
𱤘	木丿皿{豕下}
𱤙	木火火火
𱤚	木门木丷
𱤛	木幺䒑自
𱤜	未丷{曾中}日
𱤝	木⺊夕米
𱤞	木虍冂口
𱤟	木艹日乚
𱤠	木口丰毛
𱤡	木足土寸
𱤢	山人一八
𱤣	木亻龶貝
𱤤	木氵爪缶
𱤥	木尸羊辶
𱤦	十口冖木
𱤧	土耂日八
𱤨	木竹丿廴
𱤩	木竹⺊早
𱤪	木丿罒{衣下}
𱤫	木尸口女
𱤬	木臣又貝
𱤭	木戊乙木
𱤮	木土八灬
𱤯	木口口口
𱤰	木彳十心
𱤱	木口口口
𱤲	木禾乃頁
𱤳	木艹一一
𱤴	牛八宀田
𱤵	木合立{龍右}
𱤶	木⺽冂灬
𱤷	耳阝欠
𱤸	禺欠
𱤹	弓冫弓欠
𱤺	冫欠冫欠
𱤻	止
𱤼	止丁
𱤽	厂止
𱤾	止{乞上}乙
𱤿	之止
𱥀	止{乞上}丿又
𱥁	止刀口
𱥂	正正
𱥃	止夕人彡
𱥄	止{亮上}丁
𱥅	䒑自止
𱥆	尸毛小止
𱥇	西大巳止
𱥈	月豕止又
𱥉	止匕立心
𱥊	彳{五下}口止
𱥋	一夕几丶
𱥌	⺊冂一又
𱥍	止夕丂
𱥎	一夕匕口
𱥏	一夕⺊早
𱥐	一夕人卩
𱥑	一夕{周框}口
𱥒	一夕古月
𱥓	一夕{五下}㐄
𱥔	一夕艹廾
𱥕	艹日大匕
𱥖	士几殳
𱥗	十冖子殳
𱥘	扌斤乂殳
𱥙	艹口口殳
𱥚	艹罒厂殳
𱥛	未母
𱥜	⺧儿母
𱥝	龶母{乞上}夊
𱥞	毛一冂人
𱥟	毛戈乚
𱥠	夫丷毛
𱥡	冖{衣下}毛
𱥢	毛𡗗日
𱥣	毛艹ナ口
𱥤	毛立电
𱥥	鹿毛
𱥦	罒土{南心}毛
𱥧	毛曲辰
𱥨	巳乚彡丶
𱥩	己巳七
𱥪	气乂ナ巾
𱥫	气立口
𱥬	亦虫气
𱥭	气米龶月
𱥮	丿一水
𱥯	人水
𱥰	氵丷丨
𱥱	氵尸
𱥲	氵ナ冂
𱥳	氵一丌
𱥴	氵土卜
𱥵	氵冂乂
𱥶	氵⺊了
𱥷	八刀水
𱥸	氵亻卜
𱥹	氵几二
𱥺	氵丷又
𱥻	氵刀八
𱥼	氵王丶
𱥽	一乙丿水
𱥾	氵一冂乚
𱥿	氵上丄
𱦀	氵口力
𱦁	氵亻士
𱦂	氵亠子
𱦃	氵弓丨丿
𱦄	屮ㄩ水
𱦅	氵二厶力
𱦆	西水
𱦇	氵大亡
𱦈	氵车九
𱦉	氵厂止
𱦊	氵扌九丶
𱦋	水囗口
𱦌	氵⺊大丶
𱦍	氵口乙乀
𱦎	氵丨儿儿
𱦏	氵人人人
𱦐	氵{卬左}一卩
𱦑	氵入土丶
𱦒	氵爪丁
𱦓	氵爪了
𱦔	氵入水
𱦕	合水
𱦖	氵壬几
𱦗	氵丿ナ丶
𱦘	氵厶ナ乂
𱦙	氵尢木
𱦚	氵大月
𱦛	氵二卅丶
𱦜	氵囗一兀
𱦝	氵口口丨
𱦞	氵丨日又
𱦟	氵丿上八
𱦠	氵口八乂
𱦡	氵艹亡
𱦢	氵欠女
𱦣	氵八乂口
𱦤	氵儿{介下}冂
𱦥	氵⺁水乙
𱦦	氵⺈田
𱦧	氵亻皮
𱦨	氵⺈用
𱦩	氵广{衣下}
𱦪	氵亠八夊
𱦫	氵火小
𱦬	氵宀止
𱦭	氵门一廾
𱦮	氵乙十辶
𱦯	氵彐夊
𱦰	氵龷夫
𱦱	氵大丷巛
𱦲	氵木夊
𱦳	氵囗禾
𱦴	氵冖儿水
𱦵	氵{具上}八
𱦶	氵罒十乚
𱦷	氵斤欠
𱦸	氵白小
𱦹	氵夕⺀寸
𱦺	氵儿{介下}廾
𱦻	〢〢丨一
𱦼	氵亡目
𱦽	氵宀弓厶
𱦾	氵户火
𱦿	氵宀子力
𱧀	氵广亻寸
𱧁	氵女未
𱧂	氵丑木
𱧃	氵彐木一
𱧄	氵大乚乚
𱧅	氵山人巳
𱧆	水水欠
𱧇	尸毛丶水
𱧈	氵一由寸
𱧉	氵十冖力
𱧊	氵一白小
𱧋	氵世二〢
𱧌	氵未龷
𱧍	氵丰刀廾
𱧎	氵石又又
𱧏	氵艹十廾
𱧐	氵冖儿未
𱧑	氵冖儿火
𱧒	氵艹冂{奉下}
𱧓	氵罒丰
𱧔	氵艹人マ
𱧕	氵人二土
𱧖	氵勹巳灬
𱧗	氵八一刂
𱧘	氵⺈夊朩
𱧙	〢〢丨乚
𱧚	氵钅欠
𱧛	氵䒑大阝
𱧜	氵门虫
𱧝	氵米弓
𱧞	氵丶水日
𱧟	氵穴ナ厶
𱧠	氵宀夊口
𱧡	氵宀米
𱧢	氵冫欠女
𱧣	氵{鹿上}又
𱧤	氵䒑丿皿
𱧥	氵亠丷口
𱧦	氵米ナ乀
𱧧	氵丶{即左}阝
𱧨	氵刀丶山
𱧩	氵尸ユ丶
𱧪	氵彐冖火
𱧫	氵厶夕二
𱧬	氵刀刀山
𱧭	氵阝艮
𱧮	氵土里
𱧯	氵丰刀手
𱧰	氵土丷小
𱧱	氵一⺈⺍
𱧲	士示又水
𱧳	氵扌辰
𱧴	氵目皿
𱧵	氵艹勹日
𱧶	氵山厶夊
𱧷	氵艹⺈巴
𱧸	氵小丿寸
𱧹	氵口丄田
𱧺	氵业八巳
𱧻	氵艹口大
𱧼	氵艹冂乚
𱧽	氵业巾{介下}
𱧾	氵丬匕一
𱧿	氵冖丨一
𱨀	氵口巛木
𱨁	氵罒水
𱨂	氵日糸
𱨃	氵止月刂
𱨄	氵人冫月
𱨅	氵亻丷㔾
𱨆	氵广日小
𱨇	氵亠尸月
𱨈	氵示{乞上}子
𱨉	氵䒑巾月
𱨊	氵了口山
𱨋	氵西大刂
𱨌	氵一口女
𱨍	氵戊舟
𱨎	氵一冖八
𱨏	氵大木月
𱨐	氵戊一八
𱨑	氵罒羊
𱨒	氵囗水月
𱨓	氵艹日大
𱨔	氵罒冫十
𱨕	氵亻丨火
𱨖	氵⺈罒火
𱨗	氵夕巳田
𱨘	氵⺈冖豕
𱨙	氵竹{乞上}{乍下}
𱨚	氵⺷皿
𱨛	氵{京上}口子
𱨜	氵亠灬电
𱨝	氵广龷夊
𱨞	氵䒑大皿
𱨟	氵亠{介下}方
𱨠	氵亠夕月
𱨡	氵亡口{奉下}
𱨢	氵マ囗土
𱨣	氵彐匕儿
𱨤	氵厶冫小
𱨥	氵厶夕三
𱨦	氵ナ厶隹
𱨧	氵大丁欠
𱨨	氵一冖八
𱨩	氵臣几皿
𱨪	氵一乙一
𱨫	氵西二火
𱨬	氵尚夊
𱨭	氵口十二
𱨮	氵冂二寸
𱨯	氵曲早
𱨰	氵罒大{奉下}
𱨱	氵日勹又
𱨲	氵日土{南心}
𱨳	氵卯田刂
𱨴	氵犭丷酉
𱨵	氵勹八口
𱨶	氵亻丨示
𱨷	氵戶匚生
𱨸	氵门氵舌
𱨹	氵丷夫大
𱨺	氵宀丆貝
𱨻	氵亠八隹
𱨼	氵亠隹⺀
𱨽	氵宀土八
𱨾	氵宀ユ勹
𱨿	氵门立日
𱩀	氵彐十豕
𱩁	氵{纟上}丿䒑
𱩂	氵匕禾页
𱩃	氵木目灬
𱩄	氵木木目
𱩅	氵十丁{于下}
𱩆	氵匕一龰
𱩇	氵龶糸丶
𱩈	氵龶九糸
𱩉	氵雨夊力
𱩊	氵甫人丶
𱩋	氵扌爪缶
𱩌	氵石亠十
𱩍	氵口口水
𱩎	氵罒立{奉下}
𱩏	氵日大米
𱩐	氵門示
𱩑	氵艹口日
𱩒	氵囗{鬯中}月
𱩓	氵門夕刀
𱩔	氵〢{⺮右}金
𱩕	氵止八目
𱩖	氵金亠幺
𱩗	氵{鬯中}ㄩ夊
𱩘	氵⺧儿{囟框}
𱩙	氵亠彐不
𱩚	氵亠{冓上}㐄
𱩛	氵丷{奉下}糸
𱩜	氵亠尸日
𱩝	氵亠丷日
𱩞	氵水片一
𱩟	氵山宀豕
𱩠	氵土厶又
𱩡	氵十早丂
𱩢	氵丨一足
𱩣	氵一米米
𱩤	正水頁
𱩥	氵日幺丶
𱩦	氵{虍上}大目
𱩧	氵日龷丶
𱩨	氵上禾乀
𱩩	氵艹口大
𱩪	氵艹〢皿
𱩫	⺽冂一水
𱩬	氵{鹿上}丂厶
𱩭	氵䒑口灬
𱩮	氵{鹿上}丂厶
𱩯	氵高⺊又
𱩰	氵十冖貝
𱩱	氵土土糸
𱩲	氵一{冂丶}厶
𱩳	氵虍火目
𱩴	氵业八隹
𱩵	氵口十夊
𱩶	氵門丷儿
𱩷	氵⺈厂口
𱩸	氵竹田月
𱩹	氵竹貝刂
𱩺	氵竹戊口
𱩻	氵古月王
𱩼	氵士口古
𱩽	氵王口口
𱩾	氵日龷米
𱩿	氵丬匕八
𱪀	氵日屮丰
𱪁	氵艹大小
𱪂	氵⺈厂言
𱪃	氵⺈尸口
𱪄	氵鹿土厶
𱪅	氵亡罒丶
𱪆	氵幺言弓
𱪇	氵亠厶口
𱪈	氵木人日
𱪉	氵广コㄩ
𱪊	氵亡罒几
𱪋	氵亡罒乚
𱪌	氵米田米
𱪍	氵亠幺木
𱪎	氵宀{冓上}貝
𱪏	氵艹亠二
𱪐	氵⺊冖夊
𱪑	氵艹勹口
𱪒	氵⺈厂口
𱪓	氵艹方田
𱪔	氵日日匕
𱪕	氵亠口示
𱪖	氵十早习
𱪗	氵十早习
𱪘	氵目目又
𱪙	氵亡罒丶
𱪚	氵壬厶口
𱪛	氵亠一丶
𱪜	氵亡罒丶
𱪝	氵立早貝
𱪞	氵亠一丶
𱪟	氵亠一丶
𱪠	氵亡罒丶
𱪡	火入
𱪢	火力
𱪣	火㔾
𱪤	火兀
𱪥	下灬
𱪦	火千
𱪧	火人丨
𱪨	火丿十
𱪩	火一廾
𱪪	火厂力
𱪫	火十又
𱪬	犬灬
𱪭	火夭
𱪮	火勹厶
𱪯	火丶力丶
𱪰	刀刀灬
𱪱	火ナ工
𱪲	正灬
𱪳	火由
𱪴	火目
𱪵	火⺊尸
𱪶	⺈灬一丩
𱪷	人一丂灬
𱪸	勹屮灬
𱪹	火乃子
𱪺	⺍⺀人⺀
𱪻	廾丶丶灬
𱪼	弓刂灬
𱪽	一勹一灬
𱪾	火大一丂
𱪿	二厶力灬
𱫀	大火土
𱫁	火早
𱫂	⺌彐灬
𱫃	爪丂灬
𱫄	火{兴上}八
𱫅	火文{介下}
𱫆	一止已灬
𱫇	不一丂灬
𱫈	火士冖几
𱫉	火足
𱫊	火艹冖力
𱫋	火白七
𱫌	⺈罒火
𱫍	火身
𱫎	火千火
𱫏	火丶ナ㐄
𱫐	火巛贝
𱫑	火龶{衣下}
𱫒	一大二灬
𱫓	匚乂欠灬
𱫔	西二灬
𱫕	日丑灬
𱫖	火艹几二
𱫗	火止月
𱫘	火千龷一
𱫙	{炙上}火灬
𱫚	生九丶火
𱫛	火广⺊口
𱫜	火{母框}十贝
𱫝	巛冂一火
𱫞	尸匕寸火
𱫟	彐火生
𱫠	十冂{南心}灬
𱫡	龶厶九火
𱫢	戊一口灬
𱫣	火西乚丶
𱫤	田力力灬
𱫥	日⺈巳灬
𱫦	火夊羊
𱫧	勹冫ナ灬
𱫨	火龵目
𱫩	火⺍冖见
𱫪	火广卄又
𱫫	冫{馬上}一灬
𱫬	火疒⺊了
𱫭	爿木丶灬
𱫮	肀一灬火
𱫯	火一业心
𱫰	扌乙口灬
𱫱	士口一灬
𱫲	火犬口小
𱫳	戈烏
𱫴	火罒勹土
𱫵	丿囗米灬
𱫶	火丿罒乂
𱫷	火亻𡗗{奉下}
𱫸	氵丶艮灬
𱫹	亠日一灬
𱫺	火亠幺田
𱫻	火尸艹{畏下}
𱫼	屮ㄩ屮灬
𱫽	火木日小
𱫾	火耳夕卩
𱫿	土{介下}八灬
𱬀	火革力
𱬁	土八土火
𱬂	火虎彡
𱬃	火日戊乙
𱬄	戈⺌日火
𱬅	火門口
𱬆	{乞上}田夊灬
𱬇	火⺈罒火
𱬈	火⺈囗大
𱬉	火广{京上}子
𱬊	火方{乞上}龰
𱬋	火丷罒又
𱬌	火丷罒犬
𱬍	火门大电
𱬎	火亠幺十
𱬏	火耳䒑大
𱬐	扌丷酉火
𱬑	酉禾灬
𱬒	火止匕糸
𱬓	火艹彐水
𱬔	人二日火
𱬕	火月龷日
𱬖	厶口辛火
𱬗	木{奉下}ㄩ火
𱬘	火⺌月兀
𱬙	火{微框}一几
𱬚	火⺈罒丿
𱬛	戈丷丨火
𱬜	火言牛八
𱬝	耂日灬小
𱬞	火西示寸
𱬟	火虍隹
𱬠	罒罒火火
𱬡	火艹〢皿
𱬢	火彡止丰
𱬣	屮ㄩ屮毛
𱬤	木{乞上}一火
𱬥	金⺊口十
𱬦	火艹罒丶
𱬧	⺽{囟框}乂火
𱬨	士冖一灬
𱬩	亠灬冖灬
𱬪	{京上}子九彡
𱬫	火艹氵寸
𱬬	火僉欠
𱬭	火艹火㐄
𱬮	火土土又
𱬯	龷由灬匕
𱬰	⺽冂二灬
𱬱	{阜上}䒑{豕下}火
𱬲	⺽冂一火
𱬳	隹灬隹灬
𱬴	丿灬
𱬵	爪{齊右}
𱬶	爪也
𱬷	爪巴
𱬸	爪电
𱬹	爪丨日
𱬺	爪甫
𱬻	爪工木
𱬼	爪王夊
𱬽	文巾爪
𱬾	爪目寸
𱬿	爪罒夕
𱭀	爪日一{二撇}
𱭁	爪竹干
𱭂	爪冖目刂
𱭃	爪冖扌夊
𱭄	马爪冖又
𱭅	⺁丨乚田
𱭆	丅八尸寸
𱭇	爪罒目寸
𱭈	止月爪又
𱭉	爪冖ナ{介下}
𱭊	八乂甫
𱭋	人示冂乂
𱭌	一八巾女
𱭍	爿止
𱭎	爿心
𱭏	爿未
𱭐	爿一巛工
𱭑	爿手辶
𱭒	爿⺈口丶
𱭓	爿人一冊
𱭔	爿龶囗二
𱭕	丩一⺷ㄩ
𱭖	爿上矢足
𱭗	丬夕火
𱭘	丬䒑大卜
𱭙	片乙{飞右}
𱭚	片丿之
𱭛	片宀女
𱭜	片龶贝
𱭝	片亦又
𱭞	片厶大彡
𱭟	片人丶口
𱭠	片立早
𱭡	片厂䒑欠
𱭢	牙丂
𱭣	牙厂㔾
𱭤	牙山己
𱭥	牙亻壬
𱭦	牙口口
𱭧	牙日罒又
𱭨	牙日幺灬
𱭩	牛文
𱭪	牛匚巾
𱭫	牛用
𱭬	牛斤一
𱭭	冂乂刂牛
𱭮	牛亠{衣下}
𱭯	禾勹丿又
𱭰	牛艹冖口
𱭱	牛匕矢龰
𱭲	牛尚貝
𱭳	犭匕匕
𱭴	犭十又
𱭵	犭瓦
𱭶	犭上卜
